Wall:R-Value:Input,Window:U-Value:Input,SHGC:NA:Input,Roof:NA:Input,Res HRV:(%):Input,SHW:Type:Input,SHW Reduce:NA:Input,Appliances:NA:Input,MUA:NA:Input,TEUI:(kWh/m2):Output:120,GHGI:(kgCO2/m2):Output:100,TEDI:(kWh/m2):Output:200,LEED:Pts:Output:100,Energy Cost:($):Output:100,NPV:NA:Output:100
R-ip 15,U-ip 0.38,0.25,20,0,Gas,20,N,Gas,130.3,6.1,55.6,0,371378,2122704
R-ip 8,U-ip 0.15,0.4,30,0,ASHP,20,N,Gas,114.3,2.4,49.5,0,394816,3187627
R-ip 8,U-ip 0.15,0.4,20,0,ASHP,20,N,Gas,114.9,2.4,50.2,0,396377,3209852
R-ip 8,U-ip 0.15,0.25,30,0,ASHP,20,N,Gas,115.5,2.4,51.2,0,398070,3233944
R-ip 8,U-ip 0.15,0.25,20,0,ASHP,20,N,Gas,116.1,2.4,51.9,0,399817,3258821
R-ip 8,U-ip 0.25,0.4,30,0,ASHP,20,N,Gas,116.9,2.4,52.9,0,402177,3292410
R-ip 8,U-ip 0.25,0.4,20,0,ASHP,20,N,Gas,117.6,2.4,53.6,0,403943,3317538
R-ip 8,U-ip 0.25,0.25,30,0,ASHP,20,N,Gas,118.5,2.4,54.9,0,406575,3355008
R-ip 8,U-ip 0.25,0.25,20,0,ASHP,20,N,Gas,119.2,2.4,55.7,0,408465,3381912
R-ip 8,U-ip 0.38,0.4,30,0,ASHP,20,N,Gas,121,2.4,57.7,0,413445,3452793
R-ip 8,U-ip 0.38,0.4,20,0,ASHP,20,N,Gas,121.6,2.5,58.5,0,415330,3479623
R-ip 8,U-ip 0.38,0.25,30,0,ASHP,20,N,Gas,122.9,2.5,60.1,0,418889,3530277
R-ip 8,U-ip 0.38,0.25,20,0,ASHP,20,N,Gas,123.6,2.5,60.9,0,420915,3559112
R-ip 15,U-ip 0.15,0.4,30,0,ASHP,20,N,Gas,111.4,2.3,45.6,0,386525,3069627
R-ip 15,U-ip 0.15,0.4,20,0,ASHP,20,N,Gas,111.7,2.3,46.2,0,387585,3084711
R-ip 15,U-ip 0.15,0.25,30,0,ASHP,20,N,Gas,112,2.3,46.9,0,388430,3096744
R-ip 15,U-ip 0.15,0.25,20,0,ASHP,20,N,Gas,112.5,2.4,47.5,0,389698,3114780
R-ip 15,U-ip 0.25,0.4,30,0,ASHP,20,N,Gas,113.2,2.4,48.4,0,391682,3143026
R-ip 15,U-ip 0.25,0.4,20,0,ASHP,20,N,Gas,113.7,2.4,49,0,393090,3163073
R-ip 15,U-ip 0.25,0.25,30,0,ASHP,20,N,Gas,114.3,2.4,50,0,394706,3186064
R-ip 15,U-ip 0.25,0.25,20,0,ASHP,20,N,Gas,114.9,2.4,50.7,0,396368,3209730
R-ip 15,U-ip 0.38,0.4,30,0,ASHP,20,N,Gas,116.6,2.4,52.7,0,401098,3277050
R-ip 15,U-ip 0.38,0.4,20,0,ASHP,20,N,Gas,117.2,2.4,53.5,0,402868,3302242
R-ip 15,U-ip 0.38,0.25,30,0,ASHP,20,N,Gas,118.1,2.4,54.8,0,405509,3339825
R-ip 15,U-ip 0.38,0.25,20,0,ASHP,20,N,Gas,118.8,2.4,55.6,0,407434,3367233
R-ip 8,U-ip 0.15,0.4,30,0,Renew Gas,20,N,Renew Gas,125.8,1.4,49.5,0,371697,2127243
R-ip 8,U-ip 0.15,0.4,20,0,Renew Gas,20,N,Renew Gas,126.4,1.4,50.2,0,373259,2149469
R-ip 8,U-ip 0.15,0.25,30,0,Renew Gas,20,N,Renew Gas,127,1.4,51.2,0,374951,2173561
R-ip 8,U-ip 0.15,0.25,20,0,Renew Gas,20,N,Renew Gas,127.6,1.4,51.9,0,376699,2198437
R-ip 8,U-ip 0.25,0.4,30,0,Renew Gas,20,N,Renew Gas,128.5,1.4,52.9,0,379059,2232027
R-ip 8,U-ip 0.25,0.4,20,0,Renew Gas,20,N,Renew Gas,129.1,1.4,53.6,0,380824,2257154
R-ip 8,U-ip 0.25,0.25,30,0,Renew Gas,20,N,Renew Gas,130,1.4,54.9,0,383457,2294625
R-ip 8,U-ip 0.25,0.25,20,0,Renew Gas,20,N,Renew Gas,130.7,1.4,55.7,0,385347,2321529
R-ip 8,U-ip 0.38,0.4,30,0,Renew Gas,20,N,Renew Gas,132.5,1.4,57.7,0,390327,2392410
R-ip 8,U-ip 0.38,0.4,20,0,Renew Gas,20,N,Renew Gas,133.2,1.4,58.5,0,392212,2419239
R-ip 8,U-ip 0.38,0.25,30,0,Renew Gas,20,N,Renew Gas,134.4,1.4,60.1,0,395771,2469894
R-ip 8,U-ip 0.38,0.25,20,0,Renew Gas,20,N,Renew Gas,135.2,1.5,60.9,0,397796,2498728
R-ip 15,U-ip 0.15,0.4,30,0,Renew Gas,20,N,Renew Gas,122.9,1.3,45.6,0,363407,2009244
R-ip 15,U-ip 0.15,0.4,20,0,Renew Gas,20,N,Renew Gas,123.3,1.3,46.2,0,364467,2024327
R-ip 15,U-ip 0.15,0.25,30,0,Renew Gas,20,N,Renew Gas,123.6,1.3,46.9,0,365312,2036361
R-ip 15,U-ip 0.15,0.25,20,0,Renew Gas,20,N,Renew Gas,124,1.3,47.5,0,366579,2054397
R-ip 15,U-ip 0.25,0.4,30,0,Renew Gas,20,N,Renew Gas,124.7,1.3,48.4,0,368564,2082643
R-ip 15,U-ip 0.25,0.4,20,0,Renew Gas,20,N,Renew Gas,125.2,1.3,49,0,369972,2102690
R-ip 15,U-ip 0.25,0.25,30,0,Renew Gas,20,N,Renew Gas,125.8,1.3,50,0,371587,2125681
R-ip 15,U-ip 0.25,0.25,20,0,Renew Gas,20,N,Renew Gas,126.4,1.4,50.7,0,373250,2149346
R-ip 15,U-ip 0.38,0.4,30,0,Renew Gas,20,N,Renew Gas,128.1,1.4,52.7,0,377980,2216667
R-ip 15,U-ip 0.38,0.4,20,0,Renew Gas,20,N,Renew Gas,128.7,1.4,53.5,0,379750,2241859
R-ip 15,U-ip 0.38,0.25,30,0,Renew Gas,20,N,Renew Gas,129.7,1.4,54.8,0,382390,2279441
R-ip 15,U-ip 0.38,0.25,20,0,Renew Gas,20,N,Renew Gas,130.3,1.4,55.6,0,384316,2306850
R-ip 8,U-ip 0.15,0.4,30,0,ASHP,20,N,Renew Gas,114.3,1.5,49.5,0,397098,3220110
R-ip 8,U-ip 0.15,0.4,20,0,ASHP,20,N,Renew Gas,114.9,1.5,50.2,0,398659,3242335
R-ip 8,U-ip 0.15,0.25,30,0,ASHP,20,N,Renew Gas,115.5,1.6,51.2,0,400352,3266427
R-ip 8,U-ip 0.15,0.25,20,0,ASHP,20,N,Renew Gas,116.1,1.6,51.9,0,402100,3291304
R-ip 8,U-ip 0.25,0.4,30,0,ASHP,20,N,Renew Gas,116.9,1.6,52.9,0,404459,3324893
R-ip 8,U-ip 0.25,0.4,20,0,ASHP,20,N,Renew Gas,117.6,1.6,53.6,0,406225,3350021
R-ip 8,U-ip 0.25,0.25,30,0,ASHP,20,N,Renew Gas,118.5,1.6,54.9,0,408857,3387491
R-ip 8,U-ip 0.25,0.25,20,0,ASHP,20,N,Renew Gas,119.2,1.6,55.7,0,410748,3414395
R-ip 8,U-ip 0.38,0.4,30,0,ASHP,20,N,Renew Gas,121,1.6,57.7,0,415728,3485276
R-ip 8,U-ip 0.38,0.4,20,0,ASHP,20,N,Renew Gas,121.6,1.6,58.5,0,417612,3512106
R-ip 8,U-ip 0.38,0.25,30,0,ASHP,20,N,Renew Gas,122.9,1.6,60.1,0,421171,3562760
R-ip 8,U-ip 0.38,0.25,20,0,ASHP,20,N,Renew Gas,123.6,1.6,60.9,0,423197,3591595
R-ip 15,U-ip 0.15,0.4,30,0,ASHP,20,N,Renew Gas,111.4,1.5,45.6,0,388807,3102110
R-ip 15,U-ip 0.15,0.4,20,0,ASHP,20,N,Renew Gas,111.7,1.5,46.2,0,389867,3117194
R-ip 15,U-ip 0.15,0.25,30,0,ASHP,20,N,Renew Gas,112,1.5,46.9,0,390713,3129227
R-ip 15,U-ip 0.15,0.25,20,0,ASHP,20,N,Renew Gas,112.5,1.5,47.5,0,391980,3147263
R-ip 15,U-ip 0.25,0.4,30,0,ASHP,20,N,Renew Gas,113.2,1.5,48.4,0,393964,3175509
R-ip 15,U-ip 0.25,0.4,20,0,ASHP,20,N,Renew Gas,113.7,1.5,49,0,395373,3195556
R-ip 15,U-ip 0.25,0.25,30,0,ASHP,20,N,Renew Gas,114.3,1.5,50,0,396988,3218547
R-ip 15,U-ip 0.25,0.25,20,0,ASHP,20,N,Renew Gas,114.9,1.5,50.7,0,398651,3242213
R-ip 15,U-ip 0.38,0.4,30,0,ASHP,20,N,Renew Gas,116.6,1.6,52.7,0,403380,3309533
R-ip 15,U-ip 0.38,0.4,20,0,ASHP,20,N,Renew Gas,117.2,1.6,53.5,0,405150,3334725
R-ip 15,U-ip 0.38,0.25,30,0,ASHP,20,N,Renew Gas,118.1,1.6,54.8,0,407791,3372308
R-ip 15,U-ip 0.38,0.25,20,0,ASHP,20,N,Renew Gas,118.8,1.6,55.6,0,409716,3399716
R-ip 8,U-ip 0.15,0.4,30,90,Gas,0,Y,HP,105,5.7,27.6,14,238621,553182
R-ip 8,U-ip 0.15,0.4,20,90,Gas,0,Y,HP,105.6,5.7,28.3,14,240183,575407
R-ip 8,U-ip 0.15,0.25,30,90,Gas,0,Y,HP,106.2,5.7,29.3,14,241875,599499
R-ip 8,U-ip 0.15,0.25,20,90,Gas,0,Y,HP,106.8,5.8,30,14,243623,624376
R-ip 8,U-ip 0.25,0.4,30,90,Gas,0,Y,HP,107.7,5.8,31,14,245983,657965
R-ip 8,U-ip 0.25,0.4,20,90,Gas,0,Y,HP,108.3,5.8,31.7,13,247748,683093
R-ip 8,U-ip 0.25,0.25,30,90,Gas,0,Y,HP,109.2,5.8,33,13,250381,720563
R-ip 8,U-ip 0.25,0.25,20,90,Gas,0,Y,HP,109.9,5.8,33.8,13,252271,747467
R-ip 8,U-ip 0.38,0.4,30,90,Gas,0,Y,HP,111.7,5.8,35.9,12,257251,818348
R-ip 8,U-ip 0.38,0.4,20,90,Gas,0,Y,HP,112.4,5.8,36.6,12,259136,845178
R-ip 8,U-ip 0.38,0.25,30,90,Gas,0,Y,HP,113.6,5.8,38.2,11,262695,895833
R-ip 8,U-ip 0.38,0.25,20,90,Gas,0,Y,HP,114.4,5.8,39,11,264721,924667
R-ip 15,U-ip 0.15,0.4,30,90,Gas,0,Y,HP,102.1,5.7,23.8,0,230331,435182
R-ip 15,U-ip 0.15,0.4,20,90,Gas,0,Y,HP,102.5,5.7,24.3,0,231391,450266
R-ip 15,U-ip 0.15,0.25,30,90,Gas,0,Y,HP,102.8,5.7,25,0,232236,462299
R-ip 15,U-ip 0.15,0.25,20,90,Gas,0,Y,HP,103.2,5.7,25.6,0,233503,480335
R-ip 15,U-ip 0.25,0.4,30,90,Gas,0,Y,HP,103.9,5.7,26.5,0,235488,508581
R-ip 15,U-ip 0.25,0.4,20,90,Gas,0,Y,HP,104.4,5.7,27.1,0,236896,528628
R-ip 15,U-ip 0.25,0.25,30,90,Gas,0,Y,HP,105,5.7,28.2,0,238512,551619
R-ip 15,U-ip 0.25,0.25,20,90,Gas,0,Y,HP,105.6,5.7,28.9,0,240174,575285
R-ip 15,U-ip 0.38,0.4,30,90,Gas,0,Y,HP,107.3,5.8,30.9,0,244904,642605
R-ip 15,U-ip 0.38,0.4,20,90,Gas,0,Y,HP,107.9,5.8,31.6,0,246674,667797
R-ip 15,U-ip 0.38,0.25,30,90,Gas,0,Y,HP,108.9,5.8,32.9,0,249314,705380
R-ip 15,U-ip 0.38,0.25,20,90,Gas,0,Y,HP,109.6,5.8,33.7,0,251240,732788
R-ip 8,U-ip 0.15,0.4,30,90,Renew Gas,0,Y,HP,106.5,0.9,27.6,12,255899,799099
R-ip 8,U-ip 0.15,0.4,20,90,Renew Gas,0,Y,HP,107,0.9,28.3,12,257460,821324
R-ip 8,U-ip 0.15,0.25,30,90,Renew Gas,0,Y,HP,107.6,0.9,29.3,11,259153,845416
R-ip 8,U-ip 0.15,0.25,20,90,Renew Gas,0,Y,HP,108.2,0.9,30,11,260901,870293
R-ip 8,U-ip 0.25,0.4,30,90,Renew Gas,0,Y,HP,109.1,0.9,31,11,263260,903882
R-ip 8,U-ip 0.25,0.4,20,90,Renew Gas,0,Y,HP,109.7,0.9,31.7,11,265026,929010
R-ip 8,U-ip 0.25,0.25,30,90,Renew Gas,0,Y,HP,110.7,0.9,33,11,267658,966480
R-ip 8,U-ip 0.25,0.25,20,90,Renew Gas,0,Y,HP,111.3,0.9,33.8,11,269549,993384
R-ip 8,U-ip 0.38,0.4,30,90,Renew Gas,0,Y,HP,113.1,1,35.9,10,274528,1064266
R-ip 8,U-ip 0.38,0.4,20,90,Renew Gas,0,Y,HP,113.8,1,36.6,10,276413,1091095
R-ip 8,U-ip 0.38,0.25,30,90,Renew Gas,0,Y,HP,115.1,1,38.2,9,279972,1141750
R-ip 8,U-ip 0.38,0.25,20,90,Renew Gas,0,Y,HP,115.8,1,39,9,281998,1170584
R-ip 15,U-ip 0.15,0.4,30,90,Renew Gas,0,Y,HP,103.5,0.9,23.8,0,247608,681099
R-ip 15,U-ip 0.15,0.4,20,90,Renew Gas,0,Y,HP,103.9,0.9,24.3,0,248668,696183
R-ip 15,U-ip 0.15,0.25,30,90,Renew Gas,0,Y,HP,104.2,0.9,25,0,249514,708216
R-ip 15,U-ip 0.15,0.25,20,90,Renew Gas,0,Y,HP,104.6,0.9,25.6,0,250781,726252
R-ip 15,U-ip 0.25,0.4,30,90,Renew Gas,0,Y,HP,105.3,0.9,26.5,0,252765,754498
R-ip 15,U-ip 0.25,0.4,20,90,Renew Gas,0,Y,HP,105.8,0.9,27.1,0,254174,774545
R-ip 15,U-ip 0.25,0.25,30,90,Renew Gas,0,Y,HP,106.4,0.9,28.2,0,255789,797537
R-ip 15,U-ip 0.25,0.25,20,90,Renew Gas,0,Y,HP,107,0.9,28.9,0,257452,821202
R-ip 15,U-ip 0.38,0.4,30,90,Renew Gas,0,Y,HP,108.7,0.9,30.9,0,262181,888522
R-ip 15,U-ip 0.38,0.4,20,90,Renew Gas,0,Y,HP,109.3,0.9,31.6,0,263951,913714
R-ip 15,U-ip 0.38,0.25,30,90,Renew Gas,0,Y,HP,110.3,0.9,32.9,0,266592,951297
R-ip 15,U-ip 0.38,0.25,20,90,Renew Gas,0,Y,HP,111,0.9,33.7,0,268517,978706
R-ip 8,U-ip 0.15,0.4,30,90,ASHP,0,Y,HP,90.6,1.1,27.6,11,283691,1926011
R-ip 8,U-ip 0.15,0.4,20,90,ASHP,0,Y,HP,91.2,1.1,28.3,11,285253,1948236
R-ip 8,U-ip 0.15,0.25,30,90,ASHP,0,Y,HP,91.8,1.1,29.3,11,286945,1972329
R-ip 8,U-ip 0.15,0.25,20,90,ASHP,0,Y,HP,92.4,1.1,30,11,288693,1997205
R-ip 8,U-ip 0.25,0.4,30,90,ASHP,0,Y,HP,93.3,1.1,31,11,291053,2030794
R-ip 8,U-ip 0.25,0.4,20,90,ASHP,0,Y,HP,93.9,1.1,31.7,11,292818,2055922
R-ip 8,U-ip 0.25,0.25,30,90,ASHP,0,Y,HP,94.8,1.2,33,10,295451,2093392
R-ip 8,U-ip 0.25,0.25,20,90,ASHP,0,Y,HP,95.5,1.2,33.8,10,297341,2120296
R-ip 8,U-ip 0.38,0.4,30,90,ASHP,0,Y,HP,97.3,1.2,35.9,10,302321,2191178
R-ip 8,U-ip 0.38,0.4,20,90,ASHP,0,Y,HP,98,1.2,36.6,10,304206,2218007
R-ip 8,U-ip 0.38,0.25,30,90,ASHP,0,Y,HP,99.2,1.2,38.2,9,307765,2268662
R-ip 8,U-ip 0.38,0.25,20,90,ASHP,0,Y,HP,100,1.2,39,9,309791,2297496
R-ip 15,U-ip 0.15,0.4,30,90,ASHP,0,Y,HP,87.7,1.1,23.8,0,275401,1808012
R-ip 15,U-ip 0.15,0.4,20,90,ASHP,0,Y,HP,88.1,1.1,24.3,0,276461,1823095
R-ip 15,U-ip 0.15,0.25,30,90,ASHP,0,Y,HP,88.4,1.1,25,0,277306,1835129
R-ip 15,U-ip 0.15,0.25,20,90,ASHP,0,Y,HP,88.8,1.1,25.6,0,278573,1853164
R-ip 15,U-ip 0.25,0.4,30,90,ASHP,0,Y,HP,89.5,1.1,26.5,0,280558,1881411
R-ip 15,U-ip 0.25,0.4,20,90,ASHP,0,Y,HP,90,1.1,27.1,0,281966,1901457
R-ip 15,U-ip 0.25,0.25,30,90,ASHP,0,Y,HP,90.6,1.1,28.2,0,283582,1924449
R-ip 15,U-ip 0.25,0.25,20,90,ASHP,0,Y,HP,91.2,1.1,28.9,0,285244,1948114
R-ip 15,U-ip 0.38,0.4,30,90,ASHP,0,Y,HP,92.9,1.1,30.9,0,289974,2015435
R-ip 15,U-ip 0.38,0.4,20,90,ASHP,0,Y,HP,93.5,1.1,31.6,0,291744,2040626
R-ip 15,U-ip 0.38,0.25,30,90,ASHP,0,Y,HP,94.5,1.2,32.9,0,294384,2078209
R-ip 15,U-ip 0.38,0.25,20,90,ASHP,0,Y,HP,95.1,1.2,33.7,0,296310,2105618
R-ip 8,U-ip 0.15,0.4,30,90,Gas,0,Y,Gas,108.2,6.5,27.6,15,234974,181192
R-ip 8,U-ip 0.15,0.4,20,90,Gas,0,Y,Gas,108.8,6.5,28.3,14,236535,203418
R-ip 8,U-ip 0.15,0.25,30,90,Gas,0,Y,Gas,109.4,6.6,29.3,14,238228,227510
R-ip 8,U-ip 0.15,0.25,20,90,Gas,0,Y,Gas,110,6.6,30,14,239975,252386
R-ip 8,U-ip 0.25,0.4,30,90,Gas,0,Y,Gas,110.9,6.6,31,14,242335,285975
R-ip 8,U-ip 0.25,0.4,20,90,Gas,0,Y,Gas,111.5,6.6,31.7,14,244101,311103
R-ip 8,U-ip 0.25,0.25,30,90,Gas,0,Y,Gas,112.4,6.6,33,14,246733,348573
R-ip 8,U-ip 0.25,0.25,20,90,Gas,0,Y,Gas,113.1,6.6,33.8,13,248623,375477
R-ip 8,U-ip 0.38,0.4,30,90,Gas,0,Y,Gas,114.9,6.6,35.9,13,253603,446359
R-ip 8,U-ip 0.38,0.4,20,90,Gas,0,Y,Gas,115.6,6.6,36.6,13,255488,473188
R-ip 8,U-ip 0.38,0.25,30,90,Gas,0,Y,Gas,116.8,6.6,38.2,12,259047,523843
R-ip 8,U-ip 0.38,0.25,20,90,Gas,0,Y,Gas,117.6,6.6,39,12,261073,552677
R-ip 15,U-ip 0.15,0.4,30,90,Gas,0,Y,Gas,105.3,6.5,23.8,0,226683,63193
R-ip 15,U-ip 0.15,0.4,20,90,Gas,0,Y,Gas,105.7,6.5,24.3,0,227743,78276
R-ip 15,U-ip 0.15,0.25,30,90,Gas,0,Y,Gas,106,6.5,25,0,228588,90310
R-ip 15,U-ip 0.15,0.25,20,90,Gas,0,Y,Gas,106.4,6.5,25.6,0,229856,108346
R-ip 15,U-ip 0.25,0.4,30,90,Gas,0,Y,Gas,107.1,6.5,26.5,0,231840,136592
R-ip 15,U-ip 0.25,0.4,20,90,Gas,0,Y,Gas,107.6,6.5,27.1,0,233249,156638
R-ip 15,U-ip 0.25,0.25,30,90,Gas,0,Y,Gas,108.2,6.5,28.2,0,234864,179630
R-ip 15,U-ip 0.25,0.25,20,90,Gas,0,Y,Gas,108.8,6.5,28.9,0,236526,203295
R-ip 15,U-ip 0.38,0.4,30,90,Gas,0,Y,Gas,110.5,6.6,30.9,0,241256,270616
R-ip 15,U-ip 0.38,0.4,20,90,Gas,0,Y,Gas,111.1,6.6,31.6,0,243026,295808
R-ip 15,U-ip 0.38,0.25,30,90,Gas,0,Y,Gas,112.1,6.6,32.9,0,245667,333390
R-ip 15,U-ip 0.38,0.25,20,90,Gas,0,Y,Gas,112.7,6.6,33.7,0,247592,360799
R-ip 8,U-ip 0.15,0.4,30,90,ASHP,0,Y,Gas,93.8,1.9,27.6,12,280044,1554022
R-ip 8,U-ip 0.15,0.4,20,90,ASHP,0,Y,Gas,94.4,1.9,28.3,11,281605,1576247
R-ip 8,U-ip 0.15,0.25,30,90,ASHP,0,Y,Gas,95,1.9,29.3,11,283298,1600339
R-ip 8,U-ip 0.15,0.25,20,90,ASHP,0,Y,Gas,95.6,1.9,30,11,285045,1625216
R-ip 8,U-ip 0.25,0.4,30,90,ASHP,0,Y,Gas,96.5,2,31,11,287405,1658805
R-ip 8,U-ip 0.25,0.4,20,90,ASHP,0,Y,Gas,97.1,2,31.7,11,289171,1683933
R-ip 8,U-ip 0.25,0.25,30,90,ASHP,0,Y,Gas,98,2,33,11,291803,1721403
R-ip 8,U-ip 0.25,0.25,20,90,ASHP,0,Y,Gas,98.7,2,33.8,11,293693,1748307
R-ip 8,U-ip 0.38,0.4,30,90,ASHP,0,Y,Gas,100.5,2,35.9,10,298673,1819189
R-ip 8,U-ip 0.38,0.4,20,90,ASHP,0,Y,Gas,101.2,2,36.6,10,300558,1846018
R-ip 8,U-ip 0.38,0.25,30,90,ASHP,0,Y,Gas,102.4,2,38.2,10,304117,1896673
R-ip 8,U-ip 0.38,0.25,20,90,ASHP,0,Y,Gas,103.2,2,39,9,306143,1925507
R-ip 15,U-ip 0.15,0.4,30,90,ASHP,0,Y,Gas,90.9,1.9,23.8,0,271753,1436022
R-ip 15,U-ip 0.15,0.4,20,90,ASHP,0,Y,Gas,91.3,1.9,24.3,0,272813,1451106
R-ip 15,U-ip 0.15,0.25,30,90,ASHP,0,Y,Gas,91.6,1.9,25,0,273658,1463139
R-ip 15,U-ip 0.15,0.25,20,90,ASHP,0,Y,Gas,92,1.9,25.6,0,274926,1481175
R-ip 15,U-ip 0.25,0.4,30,90,ASHP,0,Y,Gas,92.7,1.9,26.5,0,276910,1509421
R-ip 15,U-ip 0.25,0.4,20,90,ASHP,0,Y,Gas,93.2,1.9,27.1,0,278319,1529468
R-ip 15,U-ip 0.25,0.25,30,90,ASHP,0,Y,Gas,93.8,1.9,28.2,0,279934,1552460
R-ip 15,U-ip 0.25,0.25,20,90,ASHP,0,Y,Gas,94.4,1.9,28.9,0,281596,1576125
R-ip 15,U-ip 0.38,0.4,30,90,ASHP,0,Y,Gas,96.1,1.9,30.9,0,286326,1643445
R-ip 15,U-ip 0.38,0.4,20,90,ASHP,0,Y,Gas,96.7,2,31.6,0,288096,1668637
R-ip 15,U-ip 0.38,0.25,30,90,ASHP,0,Y,Gas,97.7,2,32.9,0,290737,1706220
R-ip 15,U-ip 0.38,0.25,20,90,ASHP,0,Y,Gas,98.3,2,33.7,0,292662,1733629
R-ip 8,U-ip 0.15,0.4,30,90,Renew Gas,0,Y,Renew Gas,108.2,0.9,27.6,13,250575,403254
R-ip 8,U-ip 0.15,0.4,20,90,Renew Gas,0,Y,Renew Gas,108.8,0.9,28.3,13,252136,425479
R-ip 8,U-ip 0.15,0.25,30,90,Renew Gas,0,Y,Renew Gas,109.4,0.9,29.3,13,253829,449571
R-ip 8,U-ip 0.15,0.25,20,90,Renew Gas,0,Y,Renew Gas,110,0.9,30,12,255577,474448
R-ip 8,U-ip 0.25,0.4,30,90,Renew Gas,0,Y,Renew Gas,110.9,0.9,31,12,257937,508037
R-ip 8,U-ip 0.25,0.4,20,90,Renew Gas,0,Y,Renew Gas,111.5,0.9,31.7,11,259702,533165
R-ip 8,U-ip 0.25,0.25,30,90,Renew Gas,0,Y,Renew Gas,112.4,0.9,33,11,262335,570635
R-ip 8,U-ip 0.25,0.25,20,90,Renew Gas,0,Y,Renew Gas,113.1,0.9,33.8,11,264225,597539
R-ip 8,U-ip 0.38,0.4,30,90,Renew Gas,0,Y,Renew Gas,114.9,0.9,35.9,11,269205,668421
R-ip 8,U-ip 0.38,0.4,20,90,Renew Gas,0,Y,Renew Gas,115.6,0.9,36.6,10,271090,695250
R-ip 8,U-ip 0.38,0.25,30,90,Renew Gas,0,Y,Renew Gas,116.8,0.9,38.2,10,274649,745905
R-ip 8,U-ip 0.38,0.25,20,90,Renew Gas,0,Y,Renew Gas,117.6,1,39,10,276674,774739
R-ip 15,U-ip 0.15,0.4,30,90,Renew Gas,0,Y,Renew Gas,105.3,0.8,23.8,0,242285,285254
R-ip 15,U-ip 0.15,0.4,20,90,Renew Gas,0,Y,Renew Gas,105.7,0.8,24.3,0,243344,300338
R-ip 15,U-ip 0.15,0.25,30,90,Renew Gas,0,Y,Renew Gas,106,0.8,25,0,244190,312371
R-ip 15,U-ip 0.15,0.25,20,90,Renew Gas,0,Y,Renew Gas,106.4,0.8,25.6,0,245457,330407
R-ip 15,U-ip 0.25,0.4,30,90,Renew Gas,0,Y,Renew Gas,107.1,0.8,26.5,0,247441,358653
R-ip 15,U-ip 0.25,0.4,20,90,Renew Gas,0,Y,Renew Gas,107.6,0.8,27.1,0,248850,378700
R-ip 15,U-ip 0.25,0.25,30,90,Renew Gas,0,Y,Renew Gas,108.2,0.9,28.2,0,250465,401692
R-ip 15,U-ip 0.25,0.25,20,90,Renew Gas,0,Y,Renew Gas,108.8,0.9,28.9,0,252128,425357
R-ip 15,U-ip 0.38,0.4,30,90,Renew Gas,0,Y,Renew Gas,110.5,0.9,30.9,0,256858,492677
R-ip 15,U-ip 0.38,0.4,20,90,Renew Gas,0,Y,Renew Gas,111.1,0.9,31.6,0,258627,517869
R-ip 15,U-ip 0.38,0.25,30,90,Renew Gas,0,Y,Renew Gas,112.1,0.9,32.9,0,261268,555452
R-ip 15,U-ip 0.38,0.25,20,90,Renew Gas,0,Y,Renew Gas,112.7,0.9,33.7,0,263194,582861
R-ip 8,U-ip 0.15,0.4,30,90,ASHP,0,Y,Renew Gas,93.8,1.1,27.6,11,282326,1586505
R-ip 8,U-ip 0.15,0.4,20,90,ASHP,0,Y,Renew Gas,94.4,1.1,28.3,11,283887,1608730
R-ip 8,U-ip 0.15,0.25,30,90,ASHP,0,Y,Renew Gas,95,1.1,29.3,11,285580,1632822
R-ip 8,U-ip 0.15,0.25,20,90,ASHP,0,Y,Renew Gas,95.6,1.1,30,11,287328,1657699
R-ip 8,U-ip 0.25,0.4,30,90,ASHP,0,Y,Renew Gas,96.5,1.1,31,11,289687,1691288
R-ip 8,U-ip 0.25,0.4,20,90,ASHP,0,Y,Renew Gas,97.1,1.1,31.7,11,291453,1716416
R-ip 8,U-ip 0.25,0.25,30,90,ASHP,0,Y,Renew Gas,98,1.1,33,11,294085,1753886
R-ip 8,U-ip 0.25,0.25,20,90,ASHP,0,Y,Renew Gas,98.7,1.1,33.8,10,295976,1780790
R-ip 8,U-ip 0.38,0.4,30,90,ASHP,0,Y,Renew Gas,100.5,1.2,35.9,10,300956,1851672
R-ip 8,U-ip 0.38,0.4,20,90,ASHP,0,Y,Renew Gas,101.2,1.2,36.6,10,302840,1878501
R-ip 8,U-ip 0.38,0.25,30,90,ASHP,0,Y,Renew Gas,102.4,1.2,38.2,9,306399,1929156
R-ip 8,U-ip 0.38,0.25,20,90,ASHP,0,Y,Renew Gas,103.2,1.2,39,9,308425,1957990
R-ip 15,U-ip 0.15,0.4,30,90,ASHP,0,Y,Renew Gas,90.9,1.1,23.8,0,274035,1468505
R-ip 15,U-ip 0.15,0.4,20,90,ASHP,0,Y,Renew Gas,91.3,1.1,24.3,0,275095,1483589
R-ip 15,U-ip 0.15,0.25,30,90,ASHP,0,Y,Renew Gas,91.6,1.1,25,0,275941,1495622
R-ip 15,U-ip 0.15,0.25,20,90,ASHP,0,Y,Renew Gas,92,1.1,25.6,0,277208,1513658
R-ip 15,U-ip 0.25,0.4,30,90,ASHP,0,Y,Renew Gas,92.7,1.1,26.5,0,279192,1541904
